"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","regulation","rank","gene_SYMBOL","ENTREZID"
"Stap1",1.42608341777951e-24,0.611270554662256,0.651,0.138,4.60411031430115e-20,"Neutrophil 2","Stap1","up",27.2166701011107,"Stap1","56792"
"Cops9",1.65803635087912e-24,0.581265135570123,0.54,0.101,5.35297035881324e-20,"Neutrophil 2","Cops9","up",25.7930883319138,"Cops9","66915"
"Dock8",1.70246165321265e-24,1.28292029143166,0.952,0.412,5.49639744739705e-20,"Neutrophil 2","Dock8","up",56.8944474520821,"Dock8","76088"
"Stk26",5.40134915632541e-24,0.51368157196442,0.46,0.074,1.74382557511966e-19,"Neutrophil 2","Stk26","up",22.1874663533509,"Stk26","70415"
"Ly6c1",5.72668382336716e-24,0.556055176725416,0.825,0.208,1.84885987237409e-19,"Neutrophil 2","Ly6c1","up",23.9851884903468,"Ly6c1","17067"
"Clec4e",6.06030093271172e-24,-2.19243844963589,0.81,0.968,1.95656815612598e-19,"Neutrophil 2","Clec4e","down",94.4456985942641,"Clec4e","56619"
"Il1rn",6.22943269115627e-24,-2.51250781458173,0.556,0.893,2.0111723443398e-19,"Neutrophil 2","Il1rn","down",108.164463805231,"Il1rn","16181"
"Sos2",8.22182695409349e-24,1.07307822655348,0.683,0.169,2.65441683212908e-19,"Neutrophil 2","Sos2","up",45.8986588614638,"Sos2","20663"
"Mrtfa",9.23136966914683e-24,0.565927848511129,0.492,0.087,2.98034769768405e-19,"Neutrophil 2","Mrtfa","up",24.1408276949912,"Mrtfa","223701"
"9830107B12Rik",9.56212245618811e-24,1.18716102285703,0.571,0.127,3.08713123498033e-19,"Neutrophil 2","9830107B12Rik","up",50.5990281395287,"9830107B12Rik","328829"
"Dstn",9.76538816874679e-24,1.51296137511475,0.857,0.365,3.1527555702799e-19,"Neutrophil 2","Dstn","up",64.4534253346571,"Dstn","56431"
"Atp5k",1.12207885232199e-23,0.626813110000939,0.683,0.152,3.62263157472154e-19,"Neutrophil 2","Atp5k","up",26.6156856564067,"Atp5k","11958"
"Slc7a11",1.13479994549993e-23,-2.23200311063565,0.714,0.972,3.66370162404652e-19,"Neutrophil 2","Slc7a11","down",94.7499666840622,"Slc7a11","26570"
"Gbp2",1.2230783143832e-23,-3.03970776833466,0.063,0.753,3.94870833798615e-19,"Neutrophil 2","Gbp2","down",128.809830333622,"Gbp2","14469"
"Nfic",1.36094972512714e-23,0.506787143788331,0.413,0.065,4.39382618757298e-19,"Neutrophil 2","Nfic","up",21.4213433882837,"Nfic","18029"
"Hspa4",1.36529747970948e-23,0.907704251095928,0.619,0.143,4.40786291324207e-19,"Neutrophil 2","Hspa4","up",38.3647798875319,"Hspa4","15525"
"Lbr",1.65512563803919e-23,1.19309519990212,0.825,0.284,5.34357312240953e-19,"Neutrophil 2","Lbr","up",50.1973594674991,"Lbr","98386"
"Ehd1",1.91653133816305e-23,-2.04477582867646,0.667,0.894,6.1875214252594e-19,"Neutrophil 2","Ehd1","down",85.7304618131766,"Ehd1","13660"
"Tnfrsf1b",1.99794760981141e-23,-2.26528800051584,0.365,0.837,6.45037385827614e-19,"Neutrophil 2","Tnfrsf1b","down",94.881539594873,"Tnfrsf1b","21938"
"Cd274",2.25837791522497e-23,-3.52717478722036,0.19,0.792,7.2911730993038e-19,"Neutrophil 2","Cd274","down",147.303468857398,"Cd274","60533"
"Bmpr1a",2.3035580138703e-23,0.686035625074296,0.444,0.075,7.43703704778028e-19,"Neutrophil 2","Bmpr1a","up",28.636941035932,"Bmpr1a","12166"
"H1f2",2.46250986071269e-23,0.740253985001862,0.397,0.062,7.95021308531092e-19,"Neutrophil 2","H1f2","up",30.8507644043129,"H1f2","50708"
"Svil",2.5002363045879e-23,1.36866155843431,0.984,0.552,8.07201290936203e-19,"Neutrophil 2","Svil","up",57.0194175907277,"Svil","225115"
"Agl",3.03370447268872e-23,0.502597349056727,0.397,0.061,9.79431489007552e-19,"Neutrophil 2","Agl","up",20.8413624220238,"Agl","77559"
"Xdh",4.47391819319114e-23,1.19190681896276,0.937,0.378,1.44440448867176e-18,"Neutrophil 2","Xdh","up",48.9621430221475,"Xdh","22436"
"Gramd1b",4.48534824142495e-23,0.865547865279955,0.778,0.222,1.44809467974405e-18,"Neutrophil 2","Gramd1b","up",35.5534890603932,"Gramd1b","235283"
"Gbp2b",4.50885330019238e-23,-3.37740015437272,0.079,0.753,1.45568328796711e-18,"Neutrophil 2","Gbp2b","down",138.713391785807,"Gbp2b","14468"
"Rnf130",5.20953045363596e-23,1.05024036195761,0.905,0.338,1.68189690695637e-18,"Neutrophil 2","Rnf130","up",42.9827770764241,"Rnf130","59044"
"Ptgs2",5.5508837341065e-23,-2.63552506822466,0.333,0.877,1.79210281355628e-18,"Neutrophil 2","Ptgs2","down",107.695835074084,"Ptgs2","19225"
"Hdac4",7.27011458072334e-23,0.830504200250481,0.698,0.177,2.34715649238653e-18,"Neutrophil 2","Hdac4","up",33.7129286434283,"Hdac4","208727"
"Hipk2",8.98693738552834e-23,0.911149431963566,0.524,0.107,2.90143273491782e-18,"Neutrophil 2","Hipk2","up",36.793423169263,"Hipk2","15258"
"Pde2a",9.44392054426277e-23,0.653303871102972,0.667,0.155,3.04896974771524e-18,"Neutrophil 2","Pde2a","up",26.3488739836152,"Pde2a","207728"
"Vamp5",9.61319248392067e-23,0.531071648546692,0.476,0.085,3.10361919343379e-18,"Neutrophil 2","Vamp5","up",21.4096026632665,"Vamp5","53620"
"Snx13",1.03631233813971e-22,0.679474560066334,0.683,0.165,3.34573438368405e-18,"Neutrophil 2","Snx13","up",27.3412718149599,"Snx13","217463"
"Ndufa13",1.31646645200037e-22,0.641545817286031,0.651,0.146,4.2502119402832e-18,"Neutrophil 2","Ndufa13","up",25.6615522229415,"Ndufa13","67184"
"Ccl3",1.55797908992107e-22,-4.86098217488412,0.127,0.759,5.02993549181016e-18,"Neutrophil 2","Ccl3","down",193.618386270833,"Ccl3","20302"
"Dgkh",1.77702959879357e-22,0.754327011633138,0.73,0.187,5.73714005970504e-18,"Neutrophil 2","Dgkh","up",29.9464586312089,"Dgkh","380921"
"Stim1",1.8104698535844e-22,0.753199084126458,0.571,0.124,5.84510192229723e-18,"Neutrophil 2","Stim1","up",29.8876383569429,"Stim1","20866"
"Scaper",2.06623919393934e-22,0.919854937622247,0.794,0.223,6.67085323763317e-18,"Neutrophil 2","Scaper","up",36.3791441477956,"Scaper","244891"
"Chic2",2.09779878702201e-22,0.657115992355139,0.778,0.204,6.77274338390057e-18,"Neutrophil 2","Chic2","up",25.97817751403,"Chic2","74277"
"Tnfsf13b",2.82503068140651e-22,0.696316668455075,0.444,0.078,9.12061155492091e-18,"Neutrophil 2","Tnfsf13b","up",27.3206771935151,"Tnfsf13b","24099"
"Uhrf1bp1l",2.91205426267149e-22,0.944354657552213,0.619,0.153,9.4015671870349e-18,"Neutrophil 2","Uhrf1bp1l","up",37.0240431627384,"Uhrf1bp1l","75089"
"Mcl1",3.73255689872183e-22,-1.26772936177766,0.968,0.993,1.20505599475234e-17,"Neutrophil 2","Mcl1","down",49.3874658857428,"Mcl1","17210"
"Slfn5",3.81196370914954e-22,-3.35330821260523,0.19,0.772,1.23069248349893e-17,"Neutrophil 2","Slfn5","down",130.565647865624,"Slfn5","327978"
"Pik3ap1",4.45369655639005e-22,-2.18127546215522,0.603,0.896,1.43787593323053e-17,"Neutrophil 2","Pik3ap1","down",84.5915629504673,"Pik3ap1","83490"
"Pi16",4.73448332493208e-22,0.73431981849553,0.492,0.096,1.52852794145432e-17,"Neutrophil 2","Pi16","up",28.4326000732629,"Pi16","74116"
"Smox",4.91802193249072e-22,-2.25026150351827,0.238,0.813,1.58778338090463e-17,"Neutrophil 2","Smox","down",87.0437325606128,"Smox","228608"
"Birc3",6.18653758225682e-22,-2.00560903615455,0.651,0.917,1.99732365843161e-17,"Neutrophil 2","Birc3","down",77.119956369429,"Birc3","11796"
"Coq4",6.25542460059463e-22,0.505239569305656,0.254,0.028,2.01956383230198e-17,"Neutrophil 2","Coq4","up",19.4219471330438,"Coq4","227683"
"Pde4b",6.43111679965648e-22,-1.90883741614504,0.556,0.936,2.07628605876909e-17,"Neutrophil 2","Pde4b","down",73.3248699798956,"Pde4b","18578"
"Cebpb",6.43284433977391e-22,-1.63148446425144,0.857,0.977,2.07684379509601e-17,"Neutrophil 2","Cebpb","down",62.6703713803289,"Cebpb","12608"
"Clec2d",6.81445710846182e-22,-2.61235686964777,0.333,0.806,2.2000474774669e-17,"Neutrophil 2","Clec2d","down",100.19816937817,"Clec2d","93694"
"Ier5",6.91594250681541e-22,-1.78217047534735,0.651,0.89,2.23281203832536e-17,"Neutrophil 2","Ier5","down",68.3296364303706,"Ier5","15939"
"AU040320",9.57497874544813e-22,0.551060940851348,0.333,0.047,3.09128188796793e-17,"Neutrophil 2","AU040320","up",20.9487804482198,"AU040320","100317"
"Ppp2r5c",1.08375599109363e-21,0.831745665189774,0.762,0.21,3.49890621724578e-17,"Neutrophil 2","Ppp2r5c","up",31.516087687454,"Ppp2r5c","26931"
"Rinl",1.3148521931293e-21,0.832325995620116,0.635,0.158,4.24500030551796e-17,"Neutrophil 2","Rinl","up",31.3771957509996,"Rinl","320435"
"Ap1s2",1.48037394522006e-21,0.832925808373543,0.683,0.171,4.77938728214295e-17,"Neutrophil 2","Ap1s2","up",31.3010472162928,"Ap1s2","108012"
"Ier3",1.71411183631292e-21,-2.33645056978293,0.444,0.862,5.53401006353626e-17,"Neutrophil 2","Ier3","down",87.4604333400676,"Ier3","15937"
"Usp33",1.76243692771182e-21,0.720329406706354,0.397,0.069,5.69002762111762e-17,"Neutrophil 2","Usp33","up",26.9440881985827,"Usp33","170822"
"Mospd2",2.03409488426731e-21,0.698704988723768,0.349,0.054,6.567075333857e-17,"Neutrophil 2","Mospd2","up",26.0350600493376,"Mospd2","76763"
"Atp11b",2.23211975878608e-21,1.05044245173659,0.968,0.382,7.20639864124088e-17,"Neutrophil 2","Atp11b","up",39.0438715903643,"Atp11b","76295"
"Adam19",2.39540662460409e-21,0.826037750311409,0.46,0.088,7.73357028753432e-17,"Neutrophil 2","Adam19","up",30.6446590105517,"Adam19","11492"
"Csf1",2.44150787646285e-21,-3.16108386652979,0.143,0.761,7.88240817916032e-17,"Neutrophil 2","Csf1","down",117.210818476865,"Csf1","12977"
"Phkb",2.7635972739984e-21,0.561650759925228,0.349,0.053,8.92227379910383e-17,"Neutrophil 2","Phkb","up",20.7560261100193,"Phkb","102093"
"Prkar2b",2.87121969823467e-21,0.548112627803747,0.397,0.067,9.26973279575064e-17,"Neutrophil 2","Prkar2b","up",20.2347791327031,"Prkar2b","19088"
"Vps36",3.00209644132297e-21,0.604435096390416,0.46,0.089,9.69226836081119e-17,"Neutrophil 2","Vps36","up",22.2871044690508,"Vps36","70160"
"Ets2",3.01482944901102e-21,-1.46900928626547,0.841,0.946,9.73337687613206e-17,"Neutrophil 2","Ets2","down",54.1600009434197,"Ets2","23872"
"Max",3.19097258952247e-21,0.87544415855194,0.794,0.231,1.03020550052733e-16,"Neutrophil 2","Max","up",32.2265029800452,"Max","17187"
"Mfsd14b",3.25658672676703e-21,1.02701730533793,0.794,0.261,1.05138902473674e-16,"Neutrophil 2","Mfsd14b","up",37.785249733838,"Mfsd14b","66631"
"Rassf2",3.33705599864654e-21,0.65801246487841,0.587,0.135,1.07736852916304e-16,"Neutrophil 2","Rassf2","up",24.1930389925094,"Rassf2","215653"
"Mfsd14a",3.6462412584682e-21,0.5457235666646,0.587,0.131,1.17718899029646e-16,"Neutrophil 2","Mfsd14a","up",20.0161756422125,"Mfsd14a","15247"
"Cox7a2l",3.92096496516119e-21,0.521138802519144,0.556,0.116,1.26588353900229e-16,"Neutrophil 2","Cox7a2l","up",19.0765939424837,"Cox7a2l","20463"
"Rin2",4.15635066416513e-21,0.759885613109547,0.571,0.131,1.34187781192571e-16,"Neutrophil 2","Rin2","up",27.77176101105,"Rin2","74030"
"Bcl2a1b",4.95518803331143e-21,-2.41720677718187,0.381,0.82,1.5997824565546e-16,"Neutrophil 2","Bcl2a1b","down",87.9174213882839,"Bcl2a1b","12045"
"Dusp1",5.0754217282186e-21,-1.71951094737906,0.81,0.955,1.63859990495537e-16,"Neutrophil 2","Dusp1","down",62.4999573931627,"Dusp1","19252"
"Ifitm6",5.68309983297902e-21,2.08571379285286,0.889,0.496,1.83478878107728e-16,"Neutrophil 2","Ifitm6","up",75.5746548461704,"Ifitm6","213002"
"Twf2",5.90887240528615e-21,0.562989902832495,0.619,0.142,1.90767945604663e-16,"Neutrophil 2","Twf2","up",20.3776863502457,"Twf2","23999"
"Cybb",6.80276018852577e-21,1.17499082832453,0.952,0.44,2.19627112686555e-16,"Neutrophil 2","Cybb","up",42.3638249157042,"Cybb","13058"
"Anks1",8.62189264595233e-21,0.862710734041701,0.778,0.224,2.78357804074571e-16,"Neutrophil 2","Anks1","up",30.9002489711043,"Anks1","224650"
"Rtp4",8.88217736204525e-21,-2.28172067714307,0.27,0.793,2.86761096133631e-16,"Neutrophil 2","Rtp4","down",81.6579508580978,"Rtp4","67775"
"Map3k3",9.810575377352e-21,0.78230252254436,0.73,0.2,3.16734426057809e-16,"Neutrophil 2","Map3k3","up",27.9191785607871,"Map3k3","26406"
"Polr1a",1.110483331814e-20,0.534988734927793,0.317,0.046,3.58519543676148e-16,"Neutrophil 2","Polr1a","up",19.0266328104019,"Polr1a","20019"
"Pqlc3",1.30463775227975e-20,0.516444945789395,0.397,0.069,4.21202298323518e-16,"Neutrophil 2","Pqlc3","up",18.2839165154761,"Pqlc3","217430"
"Rnf149",1.38678090613569e-20,-2.10491796017245,0.571,0.856,4.47722215545908e-16,"Neutrophil 2","Rnf149","down",74.3927655580198,"Rnf149","67702"
"Ankrd13c",1.66162180860754e-20,1.3663840764736,0.603,0.147,5.36454600908943e-16,"Neutrophil 2","Ankrd13c","up",48.0441816637631,"Ankrd13c","433667"
"Rap2a",1.69200158757625e-20,0.571057650067333,0.397,0.069,5.46262712548992e-16,"Neutrophil 2","Rap2a","up",20.0689254964078,"Rap2a","76108"
"Sem1",1.83056056800233e-20,1.21249174791287,0.968,0.56,5.90996479379551e-16,"Neutrophil 2","Sem1","up",42.5156855993047,"Sem1","20422"
"Prr13",2.01383566698027e-20,1.18670419442711,0.968,0.486,6.50166845084581e-16,"Neutrophil 2","Prr13","up",41.4982181418586,"Prr13","66151"
"Btg1",2.21537088764968e-20,-1.35392471736588,0.968,0.984,7.15232491077698e-16,"Neutrophil 2","Btg1","down",47.2166677245277,"Btg1","12226"
"Tmcc1",2.78007469100697e-20,1.39639923148038,1,0.704,8.97547113991599e-16,"Neutrophil 2","Tmcc1","up",48.3808571396808,"Tmcc1","330401"
"Sik1",2.82424044890993e-20,0.607815894015792,0.508,0.103,9.11806028930572e-16,"Neutrophil 2","Sik1","up",21.0493356780029,"Sik1","17691"
"Ddx50",3.44638771916713e-20,0.568148647686273,0.492,0.101,1.11266627513311e-15,"Neutrophil 2","Ddx50","up",19.5625040151008,"Ddx50","94213"
"Ubl3",3.53431616790526e-20,0.902966778856612,0.841,0.274,1.14105397480821e-15,"Neutrophil 2","Ubl3","up",31.0682190563165,"Ubl3","24109"
"Ccpg1",3.60654957777892e-20,0.998076502443792,0.905,0.334,1.16437453118592e-15,"Neutrophil 2","Ccpg1","up",34.3204498088456,"Ccpg1","72278"
"Hsd11b1",3.84541753497882e-20,0.946386606649743,0.651,0.171,1.24149305116791e-15,"Neutrophil 2","Hsd11b1","up",32.4823180280334,"Hsd11b1","15483"
"Ncf2",4.08646038087691e-20,1.12848328922886,0.984,0.683,1.31931373396611e-15,"Neutrophil 2","Ncf2","up",38.6637160661036,"Ncf2","17970"
"Ccl4",4.25935129181064e-20,-5.34725117205586,0.159,0.727,1.37513156456106e-15,"Neutrophil 2","Ccl4","down",182.984148853839,"Ccl4","20303"
"Ly6c2",4.3925701202085e-20,0.737980848968244,0.921,0.368,1.41814126330931e-15,"Neutrophil 2","Ly6c2","up",25.231144097635,"Ly6c2","100041546"
"Oasl1",5.13650279301952e-20,-2.71172698105779,0.206,0.776,1.65831992672635e-15,"Neutrophil 2","Oasl1","down",92.2881267838623,"Oasl1","231655"
"Ppp3ca",6.89858569594625e-20,1.15451653057156,1,0.547,2.22720839193625e-15,"Neutrophil 2","Ppp3ca","up",38.951110383541,"Ppp3ca","19055"
"Gbe1",7.03281471910733e-20,0.586473502828522,0.762,0.211,2.2705442320638e-15,"Neutrophil 2","Gbe1","up",19.7751574363532,"Gbe1","74185"
"Vrk1",7.90907682291667e-20,0.587747322543845,0.429,0.082,2.55344545227865e-15,"Neutrophil 2","Vrk1","up",19.7490933812132,"Vrk1","22367"
"Rsbn1l",8.65222855372965e-20,0.795638309463384,0.683,0.185,2.79337198857162e-15,"Neutrophil 2","Rsbn1l","up",26.6630546347502,"Rsbn1l","242860"
"Isg20",9.29391312744043e-20,-3.01870636510336,0.19,0.726,3.00053985319414e-15,"Neutrophil 2","Isg20","down",100.945493067062,"Isg20","57444"
"Rfc1",1.01879449391326e-19,0.614169958403588,0.349,0.058,3.28917802359897e-15,"Neutrophil 2","Rfc1","up",20.4814249595674,"Rfc1","19687"
"Pnrc1",1.21577423631157e-19,-1.51469121019571,0.952,0.943,3.92512712193191e-15,"Neutrophil 2","Pnrc1","down",50.2443941663032,"Pnrc1","108767"
"Abhd5",1.38345395818559e-19,0.749708642765518,0.54,0.123,4.46648110400219e-15,"Neutrophil 2","Abhd5","up",24.7720045641426,"Abhd5","67469"
"Nfe2l2",1.40519655103732e-19,-1.93233854361922,0.429,0.825,4.536677065024e-15,"Neutrophil 2","Nfe2l2","down",63.8185365410634,"Nfe2l2","18024"
"Msl1",1.42325776145893e-19,0.900829016180374,0.683,0.192,4.59498768287015e-15,"Neutrophil 2","Msl1","up",29.7397982706223,"Msl1","74026"
"Ifnlr1",1.62040746888338e-19,0.599261404256675,0.397,0.072,5.23148551329e-15,"Neutrophil 2","Ifnlr1","up",19.7061606297855,"Ifnlr1","242700"
"Serf2",1.83924847655418e-19,1.02313707302759,0.984,0.69,5.93801370655517e-15,"Neutrophil 2","Serf2","up",33.5153121058589,"Serf2","378702"
"Gbp5",1.88045832067514e-19,-4.05996676651355,0.032,0.674,6.0710596882997e-15,"Neutrophil 2","Gbp5","down",132.903999595775,"Gbp5","229898"
"Ifitm3",1.88713134106874e-19,-1.89560241061275,0.937,0.961,6.09260353464044e-15,"Neutrophil 2","Ifitm3","down",62.0462911195475,"Ifitm3","66141"
"Fas",2.0468945425507e-19,-2.1423511293922,0.349,0.782,6.60839903062493e-15,"Neutrophil 2","Fas","down",69.9486962428197,"Fas","14102"
"Lilrb4a",2.09113862453191e-19,-1.12486268715651,0.984,0.987,6.75124104930129e-15,"Neutrophil 2","Lilrb4a","down",36.7032009160993,"Lilrb4a","14728"
"Adam8",2.26193961195651e-19,1.07047687700823,0.825,0.289,7.30267203720159e-15,"Neutrophil 2","Adam8","up",34.8445962091857,"Adam8","11501"
"Cflar",2.41138026839623e-19,-2.26580423364936,0.603,0.839,7.78514119651724e-15,"Neutrophil 2","Cflar","down",73.6081839448393,"Cflar","12633"
"Atp8a1",2.43172342123388e-19,0.694862762471244,0.825,0.255,7.8508190654536e-15,"Neutrophil 2","Atp8a1","up",22.5678629554477,"Atp8a1","11980"
"Fndc3b",3.00222001117962e-19,-1.9716085442174,0.492,0.851,9.6926673060934e-15,"Neutrophil 2","Fndc3b","down",63.6186948344329,"Fndc3b","72007"
"Inpp4a",3.4052079955214e-19,0.739296837728124,0.698,0.198,1.09937140135408e-14,"Neutrophil 2","Inpp4a","up",23.7620743697595,"Inpp4a","269180"
"Trip4",3.53923456469974e-19,0.513205534452845,0.317,0.049,1.14264187921331e-14,"Neutrophil 2","Trip4","up",16.4753594103927,"Trip4","56404"
"Pbx1",3.77970438392223e-19,1.17229375284889,0.968,0.502,1.22027756034929e-14,"Neutrophil 2","Pbx1","up",37.5569073829842,"Pbx1","18514"
"Erbin",3.99036429919619e-19,-1.73841030102358,0.81,0.894,1.28828911399549e-14,"Neutrophil 2","Erbin","down",55.5993614981332,"Erbin","59079"
"Rplp0",4.29507467211166e-19,0.995229118037757,0.905,0.373,1.38666485789125e-14,"Neutrophil 2","Rplp0","up",31.7570543654841,"Rplp0","11837"
"Scaf4",4.34710107225693e-19,0.538992875495314,0.349,0.059,1.40346158117815e-14,"Neutrophil 2","Scaf4","up",17.1923902602257,"Scaf4","224432"
"Ptpn18",4.36553773874902e-19,0.554562092770653,0.698,0.181,1.40941385895512e-14,"Neutrophil 2","Ptpn18","up",17.6866584668077,"Ptpn18","19253"
"Irf7",4.48996417654135e-19,-2.30542696870101,0.333,0.762,1.44958493439637e-14,"Neutrophil 2","Irf7","down",73.4622321799338,"Irf7","54123"
"Cop1",5.08375281247084e-19,0.806626142378557,0.984,0.367,1.64128959550621e-14,"Neutrophil 2","Cop1","up",25.6028856815192,"Cop1","26374"
"Parp14",5.94756443869122e-19,-2.76143180300925,0.317,0.768,1.92017117903146e-14,"Neutrophil 2","Parp14","down",87.2164461678318,"Parp14","547253"
"Oip5os1",6.91329842294589e-19,0.517092810266089,0.508,0.112,2.23195839584808e-14,"Neutrophil 2","Oip5os1","up",16.2539395850096,"Oip5os1","66602"
"Vps13b",8.51233151820749e-19,1.07755844212385,0.746,0.263,2.74820623065329e-14,"Neutrophil 2","Vps13b","up",33.6470240757586,"Vps13b","666173"
"Rsu1",9.77282653055292e-19,0.62488793712871,0.651,0.167,3.15515704538901e-14,"Neutrophil 2","Rsu1","up",19.4259869284298,"Rsu1","20163"
"Clip1",1.01649343319827e-18,0.691684922649488,0.746,0.216,3.28174904908061e-14,"Neutrophil 2","Clip1","up",21.4753053610643,"Clip1","56430"
"Ctnnd2",1.15075148947541e-18,0.655376036480757,0.222,0.025,3.71520118377137e-14,"Neutrophil 2","Ctnnd2","up",20.2666902596589,"Ctnnd2","18163"
"Lpgat1",1.22196355616565e-18,0.851133685003475,0.587,0.156,3.9451093410808e-14,"Neutrophil 2","Lpgat1","up",26.2691471673171,"Lpgat1","226856"
"Snap23",1.26468252754666e-18,-1.32926399764513,0.794,0.948,4.0830275401844e-14,"Neutrophil 2","Snap23","down",40.980348408135,"Snap23","20619"
"Cmah",1.36114619162196e-18,1.10401057365461,0.762,0.264,4.3944604796515e-14,"Neutrophil 2","Cmah","up",33.9547797775235,"Cmah","12763"
"Lasp1",1.89972494767483e-18,0.86315788174311,0.873,0.323,6.13326199356819e-14,"Neutrophil 2","Lasp1","up",26.2593900648746,"Lasp1","16796"
"Lcp2",2.34668440714202e-18,-1.84175937294301,0.587,0.848,7.57627060845801e-14,"Neutrophil 2","Lcp2","down",55.64170593407,"Lcp2","16822"
"Spag9",2.43877572230131e-18,-1.75030974475214,0.762,0.918,7.87358741944978e-14,"Neutrophil 2","Spag9","down",52.8115314685709,"Spag9","70834"
"Eif4ebp2",2.49391722310659e-18,0.566050945849132,0.54,0.128,8.05161175479961e-14,"Neutrophil 2","Eif4ebp2","up",17.0666165947011,"Eif4ebp2","13688"
"Timp2",2.53841561279143e-18,0.998645577719171,0.825,0.288,8.19527480589712e-14,"Neutrophil 2","Timp2","up",30.0918212466521,"Timp2","21858"
"Sod2",2.69181559927291e-18,-2.74116051636941,0.349,0.759,8.6905266622526e-14,"Neutrophil 2","Sod2","down",82.4375455797215,"Sod2","20656"
"Zdhhc20",2.78308491277267e-18,0.561243540975323,0.556,0.133,8.98518964088657e-14,"Neutrophil 2","Zdhhc20","up",16.8601003923188,"Zdhhc20","75965"
"Pdzd8",2.84655791258326e-18,0.686957486892664,0.73,0.222,9.19011222077507e-14,"Neutrophil 2","Pdzd8","up",20.6211332259596,"Pdzd8","107368"
"Slc15a3",3.06588574142086e-18,-1.54962060075709,0.603,0.898,9.89821211617725e-14,"Neutrophil 2","Slc15a3","down",46.4015869217401,"Slc15a3","65221"
"Pgls",3.06617246630789e-18,0.510623142072612,0.381,0.071,9.89913780747503e-14,"Neutrophil 2","Pgls","up",15.2899684622214,"Pgls","66171"
"COX1",3.21034555261954e-18,1.51013258885875,0.984,0.555,1.03646006166322e-13,"Neutrophil 2","COX1","up",45.1496346984562,"COX1","17708"
"Arpc5",4.11441856040016e-18,0.950572916906455,0.984,0.747,1.32834003222519e-13,"Neutrophil 2","Arpc5","up",28.1841791358996,"Arpc5","67771"
"Capn1",4.55945425842321e-18,0.672003371034898,0.571,0.147,1.47201980733193e-13,"Neutrophil 2","Capn1","up",19.8556639362026,"Capn1","12333"
"Ubr2",4.80347607959783e-18,0.6356352688084,0.476,0.104,1.55080225229816e-13,"Neutrophil 2","Ubr2","up",18.7479566298405,"Ubr2","224826"
"Stk38",4.86779490007521e-18,0.871728960977527,0.905,0.364,1.57156758348928e-13,"Neutrophil 2","Stk38","up",25.6999058048479,"Stk38","106504"
"Ftl1",5.27867957791727e-18,-1.48227663087474,1,0.997,1.70422170173059e-13,"Neutrophil 2","Ftl1","down",43.5796706506036,"Ftl1","14325"
"Ppp2r5a",5.36912631087761e-18,0.835129260450113,0.905,0.346,1.73342242946684e-13,"Neutrophil 2","Ppp2r5a","up",24.5390276994078,"Ppp2r5a","226849"
"Capza1",5.37266911870392e-18,1.03373322251788,0.968,0.511,1.73456622497356e-13,"Neutrophil 2","Capza1","up",30.3740270193768,"Capza1","12340"
"Atp11a",6.3765992228789e-18,0.745751683954612,0.54,0.132,2.05868505910645e-13,"Neutrophil 2","Atp11a","up",21.7845542142822,"Atp11a","50770"
"Rab6a",6.58384499493655e-18,0.70554933230938,0.794,0.251,2.12559435661526e-13,"Neutrophil 2","Rab6a","up",20.5876153698352,"Rab6a","19346"
"Cab39l",7.14000828981914e-18,0.537811302593826,0.317,0.052,2.30515167636811e-13,"Neutrophil 2","Cab39l","up",15.649480531641,"Cab39l","69008"
"Nod2",7.4999356023697e-18,-1.90284334218262,0.143,0.689,2.42135420922506e-13,"Neutrophil 2","Nod2","down",55.2762275869102,"Nod2","257632"
"Eid1",7.56225548519507e-18,0.534639284068303,0.397,0.077,2.44147418339523e-13,"Neutrophil 2","Eid1","up",15.5264616826361,"Eid1","58521"
"Ndufb11",7.93322480921515e-18,0.505041374932852,0.476,0.104,2.56124162965511e-13,"Neutrophil 2","Ndufb11","up",14.642722186643,"Ndufb11","104130"
"Slc39a11",8.12605708469689e-18,0.584199345726821,0.302,0.048,2.62349752979439e-13,"Neutrophil 2","Slc39a11","up",16.9237280081323,"Slc39a11","69806"
"ENSMUSG00000097536",9.77853208593523e-18,0.604362408016494,0.286,0.043,3.15699908394419e-13,"Neutrophil 2","ENSMUSG00000097536","up",17.3959580575192,"2610037D02Rik","70040"
"Prkcb",1.04388881714214e-17,0.95382021274345,0.968,0.47,3.37019504614339e-13,"Neutrophil 2","Prkcb","up",27.392415107239,"Prkcb","18751"
"Cd300lb",1.04590183698124e-17,0.883391343354164,0.746,0.241,3.37669408069392e-13,"Neutrophil 2","Cd300lb","up",25.3680921938403,"Cd300lb","217304"
"Dcaf6",1.05243853188815e-17,0.579011293060697,0.413,0.083,3.39779780020089e-13,"Neutrophil 2","Dcaf6","up",16.6236913924115,"Dcaf6","74106"
"Aldh3b1",1.08906960272527e-17,0.597603347027044,0.492,0.115,3.51606121239854e-13,"Neutrophil 2","Aldh3b1","up",17.1370318364158,"Aldh3b1","67689"
"Samd8",1.20532164846508e-17,0.586914639164166,0.429,0.091,3.8913809420695e-13,"Neutrophil 2","Samd8","up",16.7709931498775,"Samd8","67630"
"Fer",1.27555470286725e-17,0.597887371241873,0.286,0.044,4.11812835820691e-13,"Neutrophil 2","Fer","up",17.0506760733118,"Fer","14158"
